Major,H3 Requirement,H4 Requirement,Course Code,Course Title,Credits
"Computer Sciences, B.S.",Non–L&S students pursuing an L&S major,ELECTIVES,COMP SCI/​B M I  576,Introduction to Bioinformatics,
"Computer Sciences, B.S.",Non–L&S students pursuing an L&S major,ELECTIVES,COMP SCI 577,Introduction to Algorithms,
"Computer Sciences, B.S.",Non–L&S students pursuing an L&S major,ELECTIVES,COMP SCI/​DS  579,Virtual Reality,
"Computer Sciences, B.S.",Non–L&S students pursuing an L&S major,ELECTIVES,COMP SCI/​I SY E  635,Tools and Environments for Optimization,
"Computer Sciences, B.S.",Non–L&S students pursuing an L&S major,ELECTIVES,COMP SCI 640,Introduction to Computer Networks,
"Computer Sciences, B.S.",Non–L&S students pursuing an L&S major,ELECTIVES,COMP SCI 642,Introduction to Information Security,
"Computer Sciences, B.S.",Non–L&S students pursuing an L&S major,ELECTIVES,COMP SCI 639,Undergraduate Elective Topics in Computing,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,MATH 240,Introduction to Discrete Mathematics,3,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,E 252,Introduction to Computer Engineering,3,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,SCI 300,Programming II,3,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,E 354,Machine Organization and Programming,3,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,SCI 400,Programming III,3,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, THEORY OF COMPUTER SCIENCE,COMP SCI 577,Introduction to Algorithms,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, THEORY OF COMPUTER SCIENCE,COMP SCI 520,Introduction to Theory of Computing,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, SOFTWARE & HARDWARE,COMP SCI 407,Foundations of Mobile Systems and Applications,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, SOFTWARE & HARDWARE,COMP SCI/​E C E  506,Software Engineering,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, SOFTWARE & HARDWARE,COMP SCI 536,Introduction to Programming Languages and Compilers,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, SOFTWARE & HARDWARE,COMP SCI 537,Introduction to Operating Systems,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, SOFTWARE & HARDWARE,COMP SCI 542,Introduction to Software Security,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, SOFTWARE & HARDWARE,COMP SCI 544,Introduction to Big Data Systems,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, SOFTWARE & HARDWARE,COMP SCI/​E C E  552,Introduction to Computer Architecture,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, SOFTWARE & HARDWARE,COMP SCI 564,Database Management Systems: Design and Implementation,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, SOFTWARE & HARDWARE,COMP SCI 640,Introduction to Computer Networks,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, SOFTWARE & HARDWARE,COMP SCI 642,Introduction to Information Security,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, APPLICATIONS,COMP SCI 412,Introduction to Numerical Methods 1,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, APPLICATIONS,COMP SCI/​I SY E/​MATH  425,Introduction to Combinatorial Optimization,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, APPLICATIONS,COMP SCI/​MATH  513,Numerical Linear Algebra,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, APPLICATIONS,COMP SCI/​MATH  514,Numerical Analysis,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, APPLICATIONS,COMP SCI/​E C E/​I SY E  524,Introduction to Optimization,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, APPLICATIONS,COMP SCI/​I SY E/​MATH/​STAT  525,Linear Optimization,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, APPLICATIONS,COMP SCI 534,Computational Photography,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, APPLICATIONS,COMP SCI 540,Introduction to Artificial Intelligence,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, APPLICATIONS,COMP SCI 545,Natural Language and Computing,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, APPLICATIONS,COMP SCI 559,Computer Graphics,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, APPLICATIONS,COMP SCI 566,Introduction to Computer Vision,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, APPLICATIONS,COMP SCI 570,Introduction to Human-Computer Interaction,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES, APPLICATIONS,COMP SCI 571,Building User Interfaces,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI 407,Foundations of Mobile Systems and Applications,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI 412,Introduction to Numerical Methods,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI/​I SY E/​MATH  425,Introduction to Combinatorial Optimization,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI/​E C E/​MATH  435,Introduction to Cryptography,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI/​STAT  471,Introduction to Computational Statistics,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI/​MATH/​STAT  475,Introduction to Combinatorics,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI/​E C E  506,Software Engineering,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI/​MATH  513,Numerical Linear Algebra,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI/​MATH  514,Numerical Analysis,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI/​DS/​I SY E  518,Wearable Technology,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI 520,Introduction to Theory of Computing,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI/​E C E/​I SY E  524,Introduction to Optimization,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI/​I SY E/​MATH/​STAT  525,Linear Optimization,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI/​I SY E  526,Advanced Linear Programming,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI/​E C E/​M E  532,Matrix Methods in Machine Learning,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI/​E C E  533,Image Processing,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI 534,Computational Photography,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI 536,Introduction to Programming Languages and Compilers,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI 537,Introduction to Operating Systems,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI 538,Introduction to the Theory and Design of Programming Languages,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI/​E C E/​M E  539,Introduction to Artificial Neural Networks,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI 540,Introduction to Artificial Intelligence,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI 542,Introduction to Software Security,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI 545,Natural Language and Computing,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI/​E C E  552,Introduction to Computer Architecture,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI/​I SY E/​M E  558,Introduction to Computational Geometry,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI 559,Computer Graphics,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI/​E C E  561,Probability and Information Theory in Machine Learning,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI 564,Database Management Systems: Design and Implementation,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI/​B M I  567,Medical Image Analysis,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI 570,Introduction to Human-Computer Interaction,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI 571,Building User Interfaces,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI/​B M I  576,Introduction to Bioinformatics,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI 577,Introduction to Algorithms,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI/​DS  579,Virtual Reality,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI/​I SY E  635,Tools and Environments for Optimization,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI 640,Introduction to Computer Networks,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI 642,Introduction to Information Security,
"Computer Sciences, B.S.", BASIC COMPUTER SCIENCES,ELECTIVES,COMP SCI 639,Undergraduate Elective Topics in Computing,
"Computer Sciences, B.S.", BASIC CALCULUS,MATH 221,Calculus and Analytic Geometry 1and    Calculus and Analytic Geometry 2,,
"Computer Sciences, B.S.", BASIC CALCULUS,MATH 171,Calculus with Algebra and Trigonometry Iand    Calculus with Algebra and Trigonometry IIand    Calculus and Analytic Geometry 2,,
"Computer Sciences, B.S.", BASIC CALCULUS,MATH 275,Topics in Calculus Iand    Topics in Calculus II,,
"Computer Sciences, B.S.", BASIC CALCULUS, THEORY OF COMPUTER SCIENCE,COMP SCI 577,Introduction to Algorithms,
"Computer Sciences, B.S.", BASIC CALCULUS, THEORY OF COMPUTER SCIENCE,COMP SCI 520,Introduction to Theory of Computing,
"Computer Sciences, B.S.", BASIC CALCULUS, SOFTWARE & HARDWARE,COMP SCI 407,Foundations of Mobile Systems and Applications,
"Computer Sciences, B.S.", BASIC CALCULUS, SOFTWARE & HARDWARE,COMP SCI/​E C E  506,Software Engineering,
"Computer Sciences, B.S.", BASIC CALCULUS, SOFTWARE & HARDWARE,COMP SCI 536,Introduction to Programming Languages and Compilers,
"Computer Sciences, B.S.", BASIC CALCULUS, SOFTWARE & HARDWARE,COMP SCI 537,Introduction to Operating Systems,
"Computer Sciences, B.S.", BASIC CALCULUS, SOFTWARE & HARDWARE,COMP SCI 542,Introduction to Software Security,
"Computer Sciences, B.S.", BASIC CALCULUS, SOFTWARE & HARDWARE,COMP SCI 544,Introduction to Big Data Systems,
"Computer Sciences, B.S.", BASIC CALCULUS, SOFTWARE & HARDWARE,COMP SCI/​E C E  552,Introduction to Computer Architecture,
"Computer Sciences, B.S.", BASIC CALCULUS, SOFTWARE & HARDWARE,COMP SCI 564,Database Management Systems: Design and Implementation,
"Computer Sciences, B.S.", BASIC CALCULUS, SOFTWARE & HARDWARE,COMP SCI 640,Introduction to Computer Networks,
"Computer Sciences, B.S.", BASIC CALCULUS, SOFTWARE & HARDWARE,COMP SCI 642,Introduction to Information Security,
"Computer Sciences, B.S.", BASIC CALCULUS, APPLICATIONS,COMP SCI 412,Introduction to Numerical Methods 1,
"Computer Sciences, B.S.", BASIC CALCULUS, APPLICATIONS,COMP SCI/​I SY E/​MATH  425,Introduction to Combinatorial Optimization,
"Computer Sciences, B.S.", BASIC CALCULUS, APPLICATIONS,COMP SCI/​MATH  513,Numerical Linear Algebra,
"Computer Sciences, B.S.", BASIC CALCULUS, APPLICATIONS,COMP SCI/​MATH  514,Numerical Analysis,
"Computer Sciences, B.S.", BASIC CALCULUS, APPLICATIONS,COMP SCI/​E C E/​I SY E  524,Introduction to Optimization,
"Computer Sciences, B.S.", BASIC CALCULUS, APPLICATIONS,COMP SCI/​I SY E/​MATH/​STAT  525,Linear Optimization,
"Computer Sciences, B.S.", BASIC CALCULUS, APPLICATIONS,COMP SCI 534,Computational Photography,
"Computer Sciences, B.S.", BASIC CALCULUS, APPLICATIONS,COMP SCI 540,Introduction to Artificial Intelligence,
"Computer Sciences, B.S.", BASIC CALCULUS, APPLICATIONS,COMP SCI 545,Natural Language and Computing,
"Computer Sciences, B.S.", BASIC CALCULUS, APPLICATIONS,COMP SCI 559,Computer Graphics,
"Computer Sciences, B.S.", BASIC CALCULUS, APPLICATIONS,COMP SCI 566,Introduction to Computer Vision,
"Computer Sciences, B.S.", BASIC CALCULUS, APPLICATIONS,COMP SCI 570,Introduction to Human-Computer Interaction,
"Computer Sciences, B.S.", BASIC CALCULUS, APPLICATIONS,COMP SCI 571,Building User Interfaces,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI 407,Foundations of Mobile Systems and Applications,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI 412,Introduction to Numerical Methods,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI/​I SY E/​MATH  425,Introduction to Combinatorial Optimization,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI/​E C E/​MATH  435,Introduction to Cryptography,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI/​STAT  471,Introduction to Computational Statistics,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI/​MATH/​STAT  475,Introduction to Combinatorics,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI/​E C E  506,Software Engineering,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI/​MATH  513,Numerical Linear Algebra,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI/​MATH  514,Numerical Analysis,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI/​DS/​I SY E  518,Wearable Technology,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI 520,Introduction to Theory of Computing,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI/​E C E/​I SY E  524,Introduction to Optimization,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI/​I SY E/​MATH/​STAT  525,Linear Optimization,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI/​I SY E  526,Advanced Linear Programming,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI/​E C E/​M E  532,Matrix Methods in Machine Learning,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI/​E C E  533,Image Processing,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI 534,Computational Photography,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI 536,Introduction to Programming Languages and Compilers,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI 537,Introduction to Operating Systems,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI 538,Introduction to the Theory and Design of Programming Languages,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI/​E C E/​M E  539,Introduction to Artificial Neural Networks,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI 540,Introduction to Artificial Intelligence,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI 542,Introduction to Software Security,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI 545,Natural Language and Computing,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI/​E C E  552,Introduction to Computer Architecture,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI/​I SY E/​M E  558,Introduction to Computational Geometry,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI 559,Computer Graphics,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI/​E C E  561,Probability and Information Theory in Machine Learning,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI 564,Database Management Systems: Design and Implementation,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI/​B M I  567,Medical Image Analysis,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI 570,Introduction to Human-Computer Interaction,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI 571,Building User Interfaces,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI/​B M I  576,Introduction to Bioinformatics,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI 577,Introduction to Algorithms,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI/​DS  579,Virtual Reality,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI/​I SY E  635,Tools and Environments for Optimization,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI 640,Introduction to Computer Networks,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI 642,Introduction to Information Security,
"Computer Sciences, B.S.", BASIC CALCULUS,ELECTIVES,COMP SCI 639,Undergraduate Elective Topics in Computing,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),MATH 340,Elementary Matrix and Linear Algebra 1,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),STAT 324,Introductory Applied Statistics for Engineers,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),SCI 412,Introduction to Numerical Methods 2,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),MATH 435,Introduction to Cryptography,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),MATH 513,Numerical Linear Algebra,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),MATH 514,Numerical Analysis,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),STAT 525,Linear Optimization,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),E 526,Advanced Linear Programming,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),E 331,Introduction to Random Signal Analysis and Statistics,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),MATH 234,Calculus--Functions of Several Variables 1,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),MATH 319,Techniques in Ordinary Differential Equations,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),MATH 320,Linear Algebra and Differential Equations 1,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),MATH 321,Applied Mathematical Analysis,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),MATH 322,Applied Mathematical Analysis,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),MATH 331,Introductory Probability,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),MATH 341,Linear Algebra,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),MATH 376,Topics in Multi-Variable Calculus and Differential Equations,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),STAT 431,Introduction to the Theory of Probability,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),MATH 443,Applied Linear Algebra,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),MATH 461,College Geometry I,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),STAT 475,Introduction to Combinatorics,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),MATH 521,Analysis I,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),MATH 541,Modern Algebra,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),MATH 542,Modern Algebra,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),MATH 567,Modern Number Theory,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),PHILOS 571,Mathematical Logic,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),MATH 309,Introduction to Probability and Mathematical Statistics I,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),MATH 310,Introduction to Probability and Mathematical Statistics II,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),STAT 311,Introduction to Theory and Methods of Mathematical Statistics I,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),STAT 312,Introduction to Theory and Methods of Mathematical Statistics II,,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), THEORY OF COMPUTER SCIENCE,COMP SCI 577,Introduction to Algorithms,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), THEORY OF COMPUTER SCIENCE,COMP SCI 520,Introduction to Theory of Computing,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), SOFTWARE & HARDWARE,COMP SCI 407,Foundations of Mobile Systems and Applications,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), SOFTWARE & HARDWARE,COMP SCI/​E C E  506,Software Engineering,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), SOFTWARE & HARDWARE,COMP SCI 536,Introduction to Programming Languages and Compilers,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), SOFTWARE & HARDWARE,COMP SCI 537,Introduction to Operating Systems,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), SOFTWARE & HARDWARE,COMP SCI 542,Introduction to Software Security,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), SOFTWARE & HARDWARE,COMP SCI 544,Introduction to Big Data Systems,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), SOFTWARE & HARDWARE,COMP SCI/​E C E  552,Introduction to Computer Architecture,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), SOFTWARE & HARDWARE,COMP SCI 564,Database Management Systems: Design and Implementation,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), SOFTWARE & HARDWARE,COMP SCI 640,Introduction to Computer Networks,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), SOFTWARE & HARDWARE,COMP SCI 642,Introduction to Information Security,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), APPLICATIONS,COMP SCI 412,Introduction to Numerical Methods 1,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), APPLICATIONS,COMP SCI/​I SY E/​MATH  425,Introduction to Combinatorial Optimization,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), APPLICATIONS,COMP SCI/​MATH  513,Numerical Linear Algebra,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), APPLICATIONS,COMP SCI/​MATH  514,Numerical Analysis,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), APPLICATIONS,COMP SCI/​E C E/​I SY E  524,Introduction to Optimization,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), APPLICATIONS,COMP SCI/​I SY E/​MATH/​STAT  525,Linear Optimization,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), APPLICATIONS,COMP SCI 534,Computational Photography,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), APPLICATIONS,COMP SCI 540,Introduction to Artificial Intelligence,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), APPLICATIONS,COMP SCI 545,Natural Language and Computing,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), APPLICATIONS,COMP SCI 559,Computer Graphics,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), APPLICATIONS,COMP SCI 566,Introduction to Computer Vision,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), APPLICATIONS,COMP SCI 570,Introduction to Human-Computer Interaction,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus), APPLICATIONS,COMP SCI 571,Building User Interfaces,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI 407,Foundations of Mobile Systems and Applications,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI 412,Introduction to Numerical Methods,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI/​I SY E/​MATH  425,Introduction to Combinatorial Optimization,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI/​E C E/​MATH  435,Introduction to Cryptography,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI/​STAT  471,Introduction to Computational Statistics,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI/​MATH/​STAT  475,Introduction to Combinatorics,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI/​E C E  506,Software Engineering,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI/​MATH  513,Numerical Linear Algebra,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI/​MATH  514,Numerical Analysis,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI/​DS/​I SY E  518,Wearable Technology,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI 520,Introduction to Theory of Computing,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI/​E C E/​I SY E  524,Introduction to Optimization,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI/​I SY E/​MATH/​STAT  525,Linear Optimization,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI/​I SY E  526,Advanced Linear Programming,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI/​E C E/​M E  532,Matrix Methods in Machine Learning,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI/​E C E  533,Image Processing,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI 534,Computational Photography,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI 536,Introduction to Programming Languages and Compilers,
